T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16
22.625	22.313	22.688	22.313	22.625	22.250	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.500	22.125	
22.625	22.313	22.625	22.313	22.625	22.250	22.688	22.188	22.313	22.188	22.500	22.063	22.375	22.125	22.500	22.125	
22.563	22.313	22.625	22.313	22.625	22.250	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.250	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.313	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.063	22.375	22.125	22.438	22.125	
22.563	22.250	22.625	22.250	22.625	22.188	22.625	22.188	22.250	22.125	22.438	22.000	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.250	22.625	22.188	22.688	22.188	22.313	22.188	22.438	22.000	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.250	22.625	22.188	22.625	22.188	22.313	22.188	22.438	22.000	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.250	22.625	22.188	22.688	22.125	22.313	22.188	22.438	22.000	22.375	22.125	22.438	22.125	
22.563	22.313	22.625	22.250	22.625	22.188	22.625	22.125	22.313	22.188	22.438	22.000	22.375	22.063	22.438	22.063	
22.563	22.313	22.625	22.250	22.625	22.188	22.625	22.188	22.250	22.188	22.438	22.000	22.313	22.063	22.438	22.125	
22.563	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.188	22.438	22.000	22.375	22.125	22.438	22.063	
22.563	22.250	22.625	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.438	22.000	22.313	22.125	22.438	22.063	
22.563	22.250	22.625	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.438	22.063	
22.563	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.438	22.125	
22.500	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.438	22.063	
22.500	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.375	22.063	
22.563	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.438	22.000	22.313	22.063	22.375	22.063	
22.563	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.125	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.188	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.625	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.563	22.125	22.250	22.125	22.375	22.000	22.250	22.063	22.375	22.063	
22.500	22.250	22.563	22.250	22.563	22.125	22.563	22.125	22.250	22.125	22.375	22.000	22.313	22.063	22.375	22.063	
22.500	22.188	22.500	22.188	22.500	22.125	22.625	22.125	22.188	22.125	22.375	22.000	22.250	22.063	22.375	22.063	
22.500	22.250	22.563	22.188	22.500	22.125	22.625	22.125	22.188	22.125	22.375	22.000	22.250	22.063	22.375	22.063	
22.500	22.188	22.500	22.188	22.563	22.125	22.563	22.063	22.188	22.125	22.313	21.938	22.250	22.063	22.375	22.063	
22.438	22.188	22.563	22.250	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.375	22.063	
22.438	22.250	22.563	22.188	22.563	22.125	22.563	22.063	22.188	22.125	22.375	21.938	22.250	22.063	22.375	22.063	
22.500	22.188	22.563	22.188	22.563	22.125	22.563	22.063	22.188	22.125	22.375	22.000	22.250	22.063	22.313	22.063	
22.500	22.250	22.500	22.188	22.500	22.125	22.563	22.063	22.250	22.063	22.375	21.938	22.250	22.063	22.375	22.063	
22.500	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.250	22.125	22.313	21.938	22.250	22.063	22.375	22.063	
22.438	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.375	22.063	
22.500	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.375	22.063	
22.438	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.250	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.063	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.125	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.438	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.500	22.125	22.500	22.063	22.500	22.063	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.125	22.500	22.063	22.500	22.063	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.125	22.500	22.063	22.500	22.063	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.125	22.500	22.063	22.500	22.063	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.125	22.500	22.063	22.500	22.000	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.500	22.188	22.500	22.063	22.563	22.063	22.188	22.063	22.313	21.938	22.250	22.000	22.313	22.000	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.313	21.875	22.188	22.000	22.313	21.938	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.188	22.063	22.250	21.875	22.188	22.000	22.250	22.000	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.188	22.063	22.250	21.875	22.188	22.000	22.250	22.000	
22.438	22.188	22.500	22.125	22.438	22.063	22.500	22.000	22.188	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.375	22.188	22.500	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.938	22.188	22.000	22.313	22.000	
22.438	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.313	21.938	22.188	22.000	22.313	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.063	22.125	22.063	22.250	21.875	22.188	22.000	22.250	22.000	
22.438	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.188	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.875	22.188	22.000	22.313	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.875	22.188	22.000	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.063	22.250	21.875	22.188	22.000	22.313	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.438	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.313	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	22.000	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.500	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.500	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	22.000	22.250	21.938	
22.375	22.125	22.438	22.125	22.375	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.063	22.438	22.063	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.063	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.375	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.188	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.375	22.125	22.438	22.125	22.438	22.000	22.438	22.000	22.125	22.000	22.250	21.813	22.125	21.938	22.250	21.938	
22.375	22.125	22.375	22.125	22.375	22.000	22.438	22.000	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.375	22.125	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.250	21.875	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.188	21.875	22.125	21.938	22.250	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.250	21.875	22.125	21.938	22.250	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.250	21.813	22.125	21.938	22.250	21.938	
22.313	22.125	22.438	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.375	22.125	22.375	22.125	22.375	22.000	22.438	21.938	22.063	22.000	22.250	21.813	22.125	21.938	22.250	21.938	
22.375	22.063	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	22.000	22.063	22.000	22.188	21.813	22.125	21.938	22.250	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.250	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.375	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.125	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	22.000	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	21.938	22.438	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	21.938	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.438	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.313	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.938	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	22.000	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	22.000	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.313	22.063	22.375	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.125	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.313	22.063	22.375	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.938	22.188	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.125	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.000	22.313	21.938	22.375	21.938	22.063	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.000	22.313	21.938	22.375	21.938	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.188	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.938	22.063	21.938	22.188	21.813	22.063	21.938	22.125	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.375	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.375	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.375	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.938	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.375	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.938	22.000	21.938	22.188	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.188	21.813	22.063	21.875	22.188	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.313	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.313	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.313	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.063	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.000	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.000	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.188	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.188	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.813	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.063	22.313	22.000	22.313	21.938	22.375	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
22.250	22.000	22.313	22.000	22.313	21.938	22.313	21.875	22.000	21.938	22.125	21.750	22.063	21.875	22.125	21.875	
